subj,rev,age,male,gay,condition,guise,attr,score,z.score
DA1,FALSE,22,TRUE,FALSE,NA,four,messy,2,-1.545184807
DA1,FALSE,22,TRUE,FALSE,NA,five,messy,4,-0.066033539
DA1,FALSE,22,TRUE,FALSE,NA,six,messy,5,0.673542095
DA1,FALSE,22,TRUE,FALSE,marked,seven,messy,3,-0.805609173
DA1,FALSE,22,TRUE,FALSE,NA,one,mean,3,-0.805609173
DA1,FALSE,22,TRUE,FALSE,normal,two,mean,3,-0.805609173
DA1,FALSE,22,TRUE,FALSE,NA,three,mean,4,-0.066033539
DA1,FALSE,22,TRUE,FALSE,NA,four,mean,5,0.673542095
DA1,FALSE,22,TRUE,FALSE,NA,five,mean,4,-0.066033539
DA1,FALSE,22,TRUE,FALSE,NA,six,mean,3,-0.805609173
DA1,FALSE,22,TRUE,FALSE,marked,seven,mean,2,-1.545184807
DA1,FALSE,22,TRUE,FALSE,NA,one,insens,5,0.673542095
DA1,FALSE,22,TRUE,FALSE,normal,two,insens,4,-0.066033539
DA1,FALSE,22,TRUE,FALSE,NA,three,insens,6,1.41311773
DA1,FALSE,22,TRUE,FALSE,NA,four,insens,5,0.673542095
DA1,FALSE,22,TRUE,FALSE,NA,five,insens,5,0.673542095
DA1,FALSE,22,TRUE,FALSE,NA,six,insens,3,-0.805609173
DA1,FALSE,22,TRUE,FALSE,marked,seven,insens,2,-1.545184807
DA1,FALSE,22,TRUE,FALSE,NA,one,fake,3,-0.805609173
DA1,FALSE,22,TRUE,FALSE,normal,two,fake,3,-0.805609173
DA1,FALSE,22,TRUE,FALSE,NA,three,fake,3,-0.805609173
DA1,FALSE,22,TRUE,FALSE,NA,four,fake,3,-0.805609173
DA1,FALSE,22,TRUE,FALSE,NA,five,fake,5,0.673542095
DA1,FALSE,22,TRUE,FALSE,NA,six,fake,5,0.673542095
DA1,FALSE,22,TRUE,FALSE,marked,seven,fake,2,-1.545184807
DZS2,TRUE,26,FALSE,FALSE,NA,six,self,6,1.424440356
DZS2,TRUE,26,FALSE,FALSE,marked,seven,self,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,NA,five,self,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,NA,four,self,4,0.187716946
DZS2,TRUE,26,FALSE,FALSE,NA,three,self,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,NA,one,self,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,normal,two,self,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,NA,six,prude,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,marked,seven,prude,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,NA,five,prude,4,0.187716946
DZS2,TRUE,26,FALSE,FALSE,NA,four,prude,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,NA,three,prude,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,NA,one,prude,6,1.424440356
DZS2,TRUE,26,FALSE,FALSE,normal,two,prude,1,-1.667368168
DZS2,TRUE,26,FALSE,FALSE,NA,six,masc,4,0.187716946
DZS2,TRUE,26,FALSE,FALSE,marked,seven,masc,1,-1.667368168
DZS2,TRUE,26,FALSE,FALSE,NA,five,masc,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,NA,four,masc,3,-0.430644759
DZS2,TRUE,26,FALSE,FALSE,NA,three,masc,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,NA,one,masc,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,normal,two,masc,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,NA,six,unfr,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,marked,seven,unfr,4,0.187716946
DZS2,TRUE,26,FALSE,FALSE,NA,five,unfr,6,1.424440356
DZS2,TRUE,26,FALSE,FALSE,NA,four,unfr,3,-0.430644759
DZS2,TRUE,26,FALSE,FALSE,NA,three,unfr,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,NA,one,unfr,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,normal,two,unfr,4,0.187716946
DZS2,TRUE,26,FALSE,FALSE,NA,six,messy,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,marked,seven,messy,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,NA,five,messy,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,NA,four,messy,6,1.424440356
DZS2,TRUE,26,FALSE,FALSE,NA,three,messy,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,NA,one,messy,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,normal,two,messy,1,-1.667368168
DZS2,TRUE,26,FALSE,FALSE,NA,six,mean,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,marked,seven,mean,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,NA,five,mean,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,NA,four,mean,3,-0.430644759
DZS2,TRUE,26,FALSE,FALSE,NA,three,mean,3,-0.430644759
DZS2,TRUE,26,FALSE,FALSE,NA,one,mean,1,-1.667368168
DZS2,TRUE,26,FALSE,FALSE,normal,two,mean,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,NA,six,insens,6,1.424440356
DZS2,TRUE,26,FALSE,FALSE,marked,seven,insens,4,0.187716946
DZS2,TRUE,26,FALSE,FALSE,NA,five,insens,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,NA,four,insens,5,0.806078651
DZS2,TRUE,26,FALSE,FALSE,NA,three,insens,4,0.187716946
DZS2,TRUE,26,FALSE,FALSE,NA,one,insens,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,normal,two,insens,6,1.424440356
DZS2,TRUE,26,FALSE,FALSE,NA,six,fake,6,1.424440356
DZS2,TRUE,26,FALSE,FALSE,marked,seven,fake,6,1.424440356
DZS2,TRUE,26,FALSE,FALSE,NA,five,fake,3,-0.430644759
DZS2,TRUE,26,FALSE,FALSE,NA,four,fake,4,0.187716946
DZS2,TRUE,26,FALSE,FALSE,NA,three,fake,3,-0.430644759
DZS2,TRUE,26,FALSE,FALSE,NA,one,fake,2,-1.049006464
DZS2,TRUE,26,FALSE,FALSE,normal,two,fake,5,0.806078651
GB1,FALSE,22,TRUE,TRUE,NA,one,self,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,normal,two,self,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,NA,three,self,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,NA,four,self,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,NA,five,self,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,NA,six,self,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,marked,seven,self,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,NA,one,prude,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,normal,two,prude,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,NA,three,prude,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,NA,four,prude,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,NA,five,prude,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,NA,six,prude,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,marked,seven,prude,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,NA,one,masc,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,normal,two,masc,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,NA,three,masc,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,NA,four,masc,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,NA,five,masc,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,NA,six,masc,6,1.851826952
GB1,FALSE,22,TRUE,TRUE,marked,seven,masc,6,1.851826952
GB1,FALSE,22,TRUE,TRUE,NA,one,unfr,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,normal,two,unfr,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,NA,three,unfr,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,NA,four,unfr,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,NA,five,unfr,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,NA,six,unfr,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,marked,seven,unfr,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,NA,one,messy,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,normal,two,messy,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,NA,three,messy,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,NA,four,messy,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,NA,five,messy,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,NA,six,messy,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,marked,seven,messy,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,NA,one,mean,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,normal,two,mean,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,NA,three,mean,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,NA,four,mean,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,NA,five,mean,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,NA,six,mean,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,marked,seven,mean,2,-2.024894891
GB1,FALSE,22,TRUE,TRUE,NA,one,insens,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,normal,two,insens,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,NA,three,insens,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,NA,four,insens,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,NA,five,insens,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,NA,six,insens,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,marked,seven,insens,3,-1.05571443
GB1,FALSE,22,TRUE,TRUE,NA,one,fake,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,normal,two,fake,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,NA,three,fake,6,1.851826952
GB1,FALSE,22,TRUE,TRUE,NA,four,fake,4,-0.08653397
GB1,FALSE,22,TRUE,TRUE,NA,five,fake,2,-2.024894891
GB1,FALSE,22,TRUE,TRUE,NA,six,fake,5,0.882646491
GB1,FALSE,22,TRUE,TRUE,marked,seven,fake,6,1.851826952
GV2,TRUE,26,TRUE,TRUE,NA,six,self,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,marked,seven,self,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,five,self,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,four,self,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,three,self,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,one,self,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,normal,two,self,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,six,prude,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,marked,seven,prude,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,five,prude,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,four,prude,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,three,prude,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,one,prude,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,normal,two,prude,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,six,masc,5,0.85847402
GV2,TRUE,26,TRUE,TRUE,marked,seven,masc,3,-0.771171577
GV2,TRUE,26,TRUE,TRUE,NA,five,masc,5,0.85847402
GV2,TRUE,26,TRUE,TRUE,NA,four,masc,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,three,masc,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,one,masc,5,0.85847402
GV2,TRUE,26,TRUE,TRUE,normal,two,masc,3,-0.771171577
GV2,TRUE,26,TRUE,TRUE,NA,six,unfr,3,-0.771171577
GV2,TRUE,26,TRUE,TRUE,marked,seven,unfr,7,2.488119617
GV2,TRUE,26,TRUE,TRUE,NA,five,unfr,1,-2.400817174
GV2,TRUE,26,TRUE,TRUE,NA,four,unfr,5,0.85847402
GV2,TRUE,26,TRUE,TRUE,NA,three,unfr,2,-1.585994376
GV2,TRUE,26,TRUE,TRUE,NA,one,unfr,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,normal,two,unfr,3,-0.771171577
GV2,TRUE,26,TRUE,TRUE,NA,six,messy,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,marked,seven,messy,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,five,messy,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,four,messy,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,three,messy,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,one,messy,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,normal,two,messy,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,six,mean,5,0.85847402
GV2,TRUE,26,TRUE,TRUE,marked,seven,mean,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,five,mean,1,-2.400817174
GV2,TRUE,26,TRUE,TRUE,NA,four,mean,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,three,mean,2,-1.585994376
GV2,TRUE,26,TRUE,TRUE,NA,one,mean,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,normal,two,mean,4,0.043651221
GV2,TRUE,26,TRUE,TRUE,NA,six,insens,3,-0.771171577
GV2,TRUE,26,TRUE,TRUE,marked,seven,insens,2,-1.585994376
GV2,TRUE,26,TRUE,TRUE,NA,five,insens,5,0.85847402
GV2,TRUE,26,TRUE,TRUE,NA,four,insens,5,0.85847402
GV2,TRUE,26,TRUE,TRUE,NA,three,insens,5,0.85847402
GV2,TRUE,26,TRUE,TRUE,NA,one,insens,5,0.85847402
GV2,TRUE,26,TRUE,TRUE,normal,two,insens,2,-1.585994376
GV2,TRUE,26,TRUE,TRUE,NA,six,fake,3,-0.771171577
GV2,TRUE,26,TRUE,TRUE,marked,seven,fake,5,0.85847402
GV2,TRUE,26,TRUE,TRUE,NA,five,fake,1,-2.400817174
GV2,TRUE,26,TRUE,TRUE,NA,four,fake,5,0.85847402
GV2,TRUE,26,TRUE,TRUE,NA,three,fake,7,2.488119617
GV2,TRUE,26,TRUE,TRUE,NA,one,fake,6,1.673296819
GV2,TRUE,26,TRUE,TRUE,normal,two,fake,5,0.85847402
HT2,TRUE,27,TRUE,FALSE,NA,six,self,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,marked,seven,self,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,NA,five,self,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,NA,four,self,4,0.138369109
HT2,TRUE,27,TRUE,FALSE,NA,three,self,5,0.842793663
HT2,TRUE,27,TRUE,FALSE,NA,one,self,5,0.842793663
HT2,TRUE,27,TRUE,FALSE,normal,two,self,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,NA,six,prude,4,0.138369109
HT2,TRUE,27,TRUE,FALSE,marked,seven,prude,5,0.842793663
HT2,TRUE,27,TRUE,FALSE,NA,five,prude,6,1.547218216
HT2,TRUE,27,TRUE,FALSE,NA,four,prude,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,NA,three,prude,6,1.547218216
HT2,TRUE,27,TRUE,FALSE,NA,one,prude,2,-1.270479999
HT2,TRUE,27,TRUE,FALSE,normal,two,prude,4,0.138369109
HT2,TRUE,27,TRUE,FALSE,NA,six,masc,2,-1.270479999
HT2,TRUE,27,TRUE,FALSE,marked,seven,masc,1,-1.974904553
HT2,TRUE,27,TRUE,FALSE,NA,five,masc,4,0.138369109
HT2,TRUE,27,TRUE,FALSE,NA,four,masc,1,-1.974904553
HT2,TRUE,27,TRUE,FALSE,NA,three,masc,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,NA,one,masc,6,1.547218216
HT2,TRUE,27,TRUE,FALSE,normal,two,masc,4,0.138369109
HT2,TRUE,27,TRUE,FALSE,NA,six,unfr,6,1.547218216
HT2,TRUE,27,TRUE,FALSE,marked,seven,unfr,2,-1.270479999
HT2,TRUE,27,TRUE,FALSE,NA,five,unfr,4,0.138369109
HT2,TRUE,27,TRUE,FALSE,NA,four,unfr,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,NA,three,unfr,4,0.138369109
HT2,TRUE,27,TRUE,FALSE,NA,one,unfr,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,normal,two,unfr,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,NA,six,messy,4,0.138369109
HT2,TRUE,27,TRUE,FALSE,marked,seven,messy,5,0.842793663
HT2,TRUE,27,TRUE,FALSE,NA,five,messy,5,0.842793663
HT2,TRUE,27,TRUE,FALSE,NA,four,messy,2,-1.270479999
HT2,TRUE,27,TRUE,FALSE,NA,three,messy,4,0.138369109
HT2,TRUE,27,TRUE,FALSE,NA,one,messy,5,0.842793663
HT2,TRUE,27,TRUE,FALSE,normal,two,messy,6,1.547218216
HT2,TRUE,27,TRUE,FALSE,NA,six,mean,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,marked,seven,mean,4,0.138369109
HT2,TRUE,27,TRUE,FALSE,NA,five,mean,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,NA,four,mean,4,0.138369109
HT2,TRUE,27,TRUE,FALSE,NA,three,mean,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,NA,one,mean,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,normal,two,mean,5,0.842793663
HT2,TRUE,27,TRUE,FALSE,NA,six,insens,5,0.842793663
HT2,TRUE,27,TRUE,FALSE,marked,seven,insens,6,1.547218216
HT2,TRUE,27,TRUE,FALSE,NA,five,insens,1,-1.974904553
HT2,TRUE,27,TRUE,FALSE,NA,four,insens,2,-1.270479999
HT2,TRUE,27,TRUE,FALSE,NA,three,insens,5,0.842793663
HT2,TRUE,27,TRUE,FALSE,NA,one,insens,4,0.138369109
HT2,TRUE,27,TRUE,FALSE,normal,two,insens,2,-1.270479999
HT2,TRUE,27,TRUE,FALSE,NA,six,fake,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,marked,seven,fake,3,-0.566055445
HT2,TRUE,27,TRUE,FALSE,NA,five,fake,5,0.842793663
HT2,TRUE,27,TRUE,FALSE,NA,four,fake,6,1.547218216
HT2,TRUE,27,TRUE,FALSE,NA,three,fake,5,0.842793663
HT2,TRUE,27,TRUE,FALSE,NA,one,fake,2,-1.270479999
HT2,TRUE,27,TRUE,FALSE,normal,two,fake,6,1.547218216
IA1,FALSE,20,FALSE,FALSE,NA,one,self,2,-1.058875024
IA1,FALSE,20,FALSE,FALSE,normal,two,self,5,0.833582466
IA1,FALSE,20,FALSE,FALSE,NA,three,self,4,0.202763302
IA1,FALSE,20,FALSE,FALSE,NA,four,self,4,0.202763302
IA1,FALSE,20,FALSE,FALSE,NA,five,self,2,-1.058875024
IA1,FALSE,20,FALSE,FALSE,NA,six,self,3,-0.428055861
IA1,FALSE,20,FALSE,FALSE,marked,seven,self,5,0.833582466
IA1,FALSE,20,FALSE,FALSE,NA,one,prude,1,-1.689694187
IA1,FALSE,20,FALSE,FALSE,normal,two,prude,4,0.202763302
IA1,FALSE,20,FALSE,FALSE,NA,three,prude,4,0.202763302
IA1,FALSE,20,FALSE,FALSE,NA,four,prude,3,-0.428055861
IA1,FALSE,20,FALSE,FALSE,NA,five,prude,5,0.833582466
IA1,FALSE,20,FALSE,FALSE,NA,six,prude,6,1.464401629
IA1,FALSE,20,FALSE,FALSE,marked,seven,prude,6,1.464401629
IA1,FALSE,20,FALSE,FALSE,NA,one,masc,3,-0.428055861
IA1,FALSE,20,FALSE,FALSE,normal,two,masc,4,0.202763302
IA1,FALSE,20,FALSE,FALSE,NA,three,masc,3,-0.428055861
IA1,FALSE,20,FALSE,FALSE,NA,four,masc,5,0.833582466
IA1,FALSE,20,FALSE,FALSE,NA,five,masc,6,1.464401629
IA1,FALSE,20,FALSE,FALSE,NA,six,masc,5,0.833582466
IA1,FALSE,20,FALSE,FALSE,marked,seven,masc,2,-1.058875024
IA1,FALSE,20,FALSE,FALSE,NA,one,unfr,3,-0.428055861
IA1,FALSE,20,FALSE,FALSE,normal,two,unfr,4,0.202763302
IA1,FALSE,20,FALSE,FALSE,NA,three,unfr,5,0.833582466
IA1,FALSE,20,FALSE,FALSE,NA,four,unfr,5,0.833582466
IA1,FALSE,20,FALSE,FALSE,NA,five,unfr,2,-1.058875024
IA1,FALSE,20,FALSE,FALSE,NA,six,unfr,3,-0.428055861
IA1,FALSE,20,FALSE,FALSE,marked,seven,unfr,2,-1.058875024
IA1,FALSE,20,FALSE,FALSE,NA,one,messy,1,-1.689694187
IA1,FALSE,20,FALSE,FALSE,normal,two,messy,2,-1.058875024
IA1,FALSE,20,FALSE,FALSE,NA,three,messy,6,1.464401629
IA1,FALSE,20,FALSE,FALSE,NA,four,messy,5,0.833582466
IA1,FALSE,20,FALSE,FALSE,NA,five,messy,6,1.464401629
IA1,FALSE,20,FALSE,FALSE,NA,six,messy,6,1.464401629
IA1,FALSE,20,FALSE,FALSE,marked,seven,messy,2,-1.058875024
IA1,FALSE,20,FALSE,FALSE,NA,one,mean,2,-1.058875024
IA1,FALSE,20,FALSE,FALSE,normal,two,mean,4,0.202763302
IA1,FALSE,20,FALSE,FALSE,NA,three,mean,2,-1.058875024
IA1,FALSE,20,FALSE,FALSE,NA,four,mean,4,0.202763302
IA1,FALSE,20,FALSE,FALSE,NA,five,mean,2,-1.058875024
IA1,FALSE,20,FALSE,FALSE,NA,six,mean,2,-1.058875024
IA1,FALSE,20,FALSE,FALSE,marked,seven,mean,3,-0.428055861
IA1,FALSE,20,FALSE,FALSE,NA,one,insens,1,-1.689694187
IA1,FALSE,20,FALSE,FALSE,normal,two,insens,6,1.464401629
IA1,FALSE,20,FALSE,FALSE,NA,three,insens,3,-0.428055861
IA1,FALSE,20,FALSE,FALSE,NA,four,insens,6,1.464401629
IA1,FALSE,20,FALSE,FALSE,NA,five,insens,6,1.464401629
IA1,FALSE,20,FALSE,FALSE,NA,six,insens,6,1.464401629
IA1,FALSE,20,FALSE,FALSE,marked,seven,insens,2,-1.058875024
IA1,FALSE,20,FALSE,FALSE,NA,one,fake,5,0.833582466
IA1,FALSE,20,FALSE,FALSE,normal,two,fake,5,0.833582466
IA1,FALSE,20,FALSE,FALSE,NA,three,fake,3,-0.428055861
IA1,FALSE,20,FALSE,FALSE,NA,four,fake,3,-0.428055861
IA1,FALSE,20,FALSE,FALSE,NA,five,fake,2,-1.058875024
IA1,FALSE,20,FALSE,FALSE,NA,six,fake,3,-0.428055861
IA1,FALSE,20,FALSE,FALSE,marked,seven,fake,2,-1.058875024
ISZ1,FALSE,20,FALSE,FALSE,NA,one,self,2,-1.209025105
ISZ1,FALSE,20,FALSE,FALSE,normal,two,self,5,0.572696103
ISZ1,FALSE,20,FALSE,FALSE,NA,three,self,5,0.572696103
ISZ1,FALSE,20,FALSE,FALSE,NA,four,self,7,1.760510241
ISZ1,FALSE,20,FALSE,FALSE,NA,five,self,4,-0.021210967
ISZ1,FALSE,20,FALSE,FALSE,NA,six,self,3,-0.615118036
ISZ1,FALSE,20,FALSE,FALSE,marked,seven,self,7,1.760510241
ISZ1,FALSE,20,FALSE,FALSE,NA,one,prude,5,0.572696103
ISZ1,FALSE,20,FALSE,FALSE,normal,two,prude,3,-0.615118036
ISZ1,FALSE,20,FALSE,FALSE,NA,three,prude,4,-0.021210967
ISZ1,FALSE,20,FALSE,FALSE,NA,four,prude,5,0.572696103
ISZ1,FALSE,20,FALSE,FALSE,NA,five,prude,4,-0.021210967
ISZ1,FALSE,20,FALSE,FALSE,NA,six,prude,3,-0.615118036
ISZ1,FALSE,20,FALSE,FALSE,marked,seven,prude,2,-1.209025105
ISZ1,FALSE,20,FALSE,FALSE,NA,one,masc,3,-0.615118036
ISZ1,FALSE,20,FALSE,FALSE,normal,two,masc,3,-0.615118036
ISZ1,FALSE,20,FALSE,FALSE,NA,three,masc,4,-0.021210967
ISZ1,FALSE,20,FALSE,FALSE,NA,four,masc,3,-0.615118036
ISZ1,FALSE,20,FALSE,FALSE,NA,five,masc,6,1.166603172
ISZ1,FALSE,20,FALSE,FALSE,NA,six,masc,5,0.572696103
ISZ1,FALSE,20,FALSE,FALSE,marked,seven,masc,1,-1.802932175
ISZ1,FALSE,20,FALSE,FALSE,NA,one,unfr,5,0.572696103
ISZ1,FALSE,20,FALSE,FALSE,normal,two,unfr,4,-0.021210967
ISZ1,FALSE,20,FALSE,FALSE,NA,three,unfr,5,0.572696103
ISZ1,FALSE,20,FALSE,FALSE,NA,four,unfr,6,1.166603172
ISZ1,FALSE,20,FALSE,FALSE,NA,five,unfr,2,-1.209025105
ISZ1,FALSE,20,FALSE,FALSE,NA,six,unfr,2,-1.209025105
ISZ1,FALSE,20,FALSE,FALSE,marked,seven,unfr,7,1.760510241
ISZ1,FALSE,20,FALSE,FALSE,NA,one,messy,3,-0.615118036
ISZ1,FALSE,20,FALSE,FALSE,normal,two,messy,3,-0.615118036
ISZ1,FALSE,20,FALSE,FALSE,NA,three,messy,5,0.572696103
ISZ1,FALSE,20,FALSE,FALSE,NA,four,messy,3,-0.615118036
ISZ1,FALSE,20,FALSE,FALSE,NA,five,messy,2,-1.209025105
ISZ1,FALSE,20,FALSE,FALSE,NA,six,messy,4,-0.021210967
ISZ1,FALSE,20,FALSE,FALSE,marked,seven,messy,4,-0.021210967
ISZ1,FALSE,20,FALSE,FALSE,NA,one,mean,4,-0.021210967
ISZ1,FALSE,20,FALSE,FALSE,normal,two,mean,3,-0.615118036
ISZ1,FALSE,20,FALSE,FALSE,NA,three,mean,3,-0.615118036
ISZ1,FALSE,20,FALSE,FALSE,NA,four,mean,5,0.572696103
ISZ1,FALSE,20,FALSE,FALSE,NA,five,mean,2,-1.209025105
ISZ1,FALSE,20,FALSE,FALSE,NA,six,mean,2,-1.209025105
ISZ1,FALSE,20,FALSE,FALSE,marked,seven,mean,6,1.166603172
ISZ1,FALSE,20,FALSE,FALSE,NA,one,insens,6,1.166603172
ISZ1,FALSE,20,FALSE,FALSE,normal,two,insens,3,-0.615118036
ISZ1,FALSE,20,FALSE,FALSE,NA,three,insens,7,1.760510241
ISZ1,FALSE,20,FALSE,FALSE,NA,four,insens,5,0.572696103
ISZ1,FALSE,20,FALSE,FALSE,NA,five,insens,1,-1.802932175
ISZ1,FALSE,20,FALSE,FALSE,NA,six,insens,3,-0.615118036
ISZ1,FALSE,20,FALSE,FALSE,marked,seven,insens,7,1.760510241
ISZ1,FALSE,20,FALSE,FALSE,NA,one,fake,6,1.166603172
ISZ1,FALSE,20,FALSE,FALSE,normal,two,fake,6,1.166603172
ISZ1,FALSE,20,FALSE,FALSE,NA,three,fake,4,-0.021210967
ISZ1,FALSE,20,FALSE,FALSE,NA,four,fake,7,1.760510241
ISZ1,FALSE,20,FALSE,FALSE,NA,five,fake,2,-1.209025105
ISZ1,FALSE,20,FALSE,FALSE,NA,six,fake,2,-1.209025105
ISZ1,FALSE,20,FALSE,FALSE,marked,seven,fake,3,-0.615118036
KA1,FALSE,27,TRUE,TRUE,NA,one,self,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,normal,two,self,3,-0.574081116
KA1,FALSE,27,TRUE,TRUE,NA,three,self,5,0.79394197
KA1,FALSE,27,TRUE,TRUE,NA,four,self,2,-1.258092659
KA1,FALSE,27,TRUE,TRUE,NA,five,self,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,NA,six,self,2,-1.258092659
